title,genre,year,picture
A Knight's Tale,Action,2001,http://content7.flixster.com/movie/10/91/18/10911869_det.jpg
Bread and Roses,Drama,2000,http://content9.flixster.com/movie/74/96/53/7496539_det.jpg
Startup.com,Documentary,2001,http://content7.flixster.com/movie/27/04/270493_det.jpg
Angel Eyes,Drama,2001,http://content6.flixster.com/movie/10/84/92/10849212_det.jpg
Shrek,Adventure,2001,http://content6.flixster.com/movie/25/44/254400_det.jpg
Moulin Rouge!,Drama,2001,http://content9.flixster.com/movie/11/13/74/11137447_det.jpg
Pearl Harbor,Action,2001,http://content7.flixster.com/movie/31/29/312925_det.jpg
Himalaya - l'enfance d'un chef,Adventure,1999,http://content8.flixster.com/movie/10/87/12/10871298_det.jpg
Our Song,Drama,2000,http://content7.flixster.com/movie/10/87/48/10874869_det.jpg
Gabriela,Comedy,2001,http://content9.flixster.com/movie/28/37/283799_det.jpg
Ice Castles,Drama,1978,http://content8.flixster.com/movie/25/62/256218_det.jpg
Love Potion No. 9,Comedy,1992,http://content6.flixster.com/movie/25/98/259824_det.jpg
Postcards from the Edge,Comedy,1990,http://content6.flixster.com/movie/27/11/271128_det.jpg
Apache,Western,1954,http://content9.flixster.com/movie/30/46/304603_det.jpg
City Slickers,Adventure,1991,http://content6.flixster.com/movie/11/15/27/11152780_det.jpg
Eight Men Out,Drama,1988,http://content7.flixster.com/movie/25/44/254409_det.jpg
The Horse Soldiers,Adventure,1959,http://content6.flixster.com/movie/10/87/81/10878152_det.jpg
The Kentuckian,Western,1955,http://content6.flixster.com/movie/94/45/46/9445468_det.jpg
La notte,Drama,1961,http://content9.flixster.com/movie/29/70/297091_det.jpg
Mississippi Burning,Crime,1988,http://content9.flixster.com/movie/10/95/08/10950843_det.jpg
The Magnificent Seven,Adventure,1960,http://content9.flixster.com/movie/10/86/96/10869667_det.jpg
Return of the Seven,Western,1966,http://content9.flixster.com/movie/10/86/96/10869663_det.jpg
Rio Bravo,Western,1959,http://content9.flixster.com/movie/28/59/285995_det.jpg
Semi-Tough,Comedy,1977,http://content6.flixster.com/movie/28/05/280520_det.jpg
Throw Momma from the Train,Comedy,1987,http://content9.flixster.com/movie/10/94/07/10940735_det.jpg
Yi yi,Drama,2000,http://content9.flixster.com/movie/10/91/40/10914071_det.jpg
Nattevagten,Horror,1994,http://content7.flixster.com/movie/97/66/95/9766957_det.jpg
The Sand Pebbles,Drama,1966,http://content6.flixster.com/movie/10/94/80/10948056_det.jpg
Twelve O'Clock High,Drama,1949,http://content9.flixster.com/movie/11/15/02/11150275_det.jpg
Von Ryan's Express,Action,1965,http://content9.flixster.com/movie/25/78/257811_det.jpg
What's the Worst That Could Happen?,Comedy,2001,http://content7.flixster.com/movie/10/83/80/10838013_det.jpg
Big Eden,Drama,2000,http://content7.flixster.com/movie/10/93/24/10932417_det.jpg
Underworld: Evolution,Comedy,2006,http://content9.flixster.com/movie/31/24/312403_det.jpg
Swordfish,Action,2001,http://content9.flixster.com/movie/26/84/268491_det.jpg
The Anniversary Party,Drama,2001,http://content6.flixster.com/movie/10/89/02/10890280_det.jpg
Musíme si pomáhat,Comedy,2000,http://content8.flixster.com/movie/26/66/266602_det.jpg
Catch-22,Comedy,1970,http://content9.flixster.com/movie/26/89/268919_det.jpg
Forgotten Silver,Comedy,1995,http://content7.flixster.com/movie/30/86/308609_det.jpg
Point Break,Action,1991,http://content9.flixster.com/movie/10/92/39/10923947_det.jpg
Uncommon Valor,Action,1983,http://content6.flixster.com/movie/27/50/275004_det.jpg
Youngblood,Action,1986,http://content6.flixster.com/movie/26/91/269104_det.jpg
Gentlemen Prefer Blondes,Comedy,1953,http://content6.flixster.com/movie/10/89/32/10893256_det.jpg
How to Marry a Millionaire,Comedy,1953,http://content8.flixster.com/movie/67/48/45/6748450_det.jpg
The Seven Year Itch,Comedy,1955,http://content6.flixster.com/movie/28/65/286524_det.jpg
Tootsie,Comedy,1982,http://content8.flixster.com/movie/25/67/256706_det.jpg
Too Late the Hero,Action,1970,http://content8.flixster.com/movie/31/07/310794_det.jpg
Atlantis: The Lost Empire,Animation,2001,http://content8.flixster.com/movie/25/73/257314_det.jpg
Lara Croft: Tomb Raider,Action,2001,http://content8.flixster.com/movie/10/87/58/10875862_det.jpg
Dr. Dolittle 2,Comedy,2001,http://content7.flixster.com/movie/10/88/91/10889141_det.jpg
The Fast and the Furious,Action,2001,http://content8.flixster.com/movie/10/89/31/10893122_det.jpg
Artificial Intelligence: AI,Adventure,2001,http://content7.flixster.com/movie/10/86/76/10867613_det.jpg
Crazy/Beautiful,Drama,2001,http://content6.flixster.com/movie/25/80/258012_det.jpg
Pootie Tang,Comedy,2001,http://content8.flixster.com/movie/25/90/259010_det.jpg
Snow Days,Comedy,1999,http://content6.flixster.com/movie/28/55/285520_det.jpg
Sexy Beast,Comedy,2000,http://content7.flixster.com/movie/10/91/95/10919513_det.jpg
"South of Heaven, West of Hell",Drama,2000,http://content7.flixster.com/movie/41/69/15/4169153_det.jpg
Der Krieger und die Kaiserin,Drama,2000,\N
Le placard,Comedy,2001,http://content9.flixster.com/movie/27/14/271495_det.jpg
Les rivières pourpres,Crime,2000,http://content7.flixster.com/movie/27/46/274617_det.jpg
Lumumba,Drama,2000,http://content9.flixster.com/movie/30/40/304027_det.jpg
Kiss of the Dragon,Action,2001,http://content7.flixster.com/movie/27/15/271525_det.jpg
Scary Movie 2,Comedy,2001,http://content8.flixster.com/movie/26/77/267706_det.jpg
Lost and Delirious,Drama,2001,http://content8.flixster.com/movie/26/77/267714_det.jpg
I soliti ignoti,Comedy,1958,http://content6.flixster.com/movie/29/95/299528_det.jpg
The Cannonball Run,Action,1981,http://content8.flixster.com/movie/10/08/33/10083378_det.jpg
Cannonball Run II,Action,1984,http://content6.flixster.com/movie/25/73/257396_det.jpg
Speed Zone!,Action,1989,http://content9.flixster.com/movie/62/27/622755_det.jpg
Le journal d'une femme de chambre,Comedy,1964,http://content9.flixster.com/movie/10/92/19/10921927_det.jpg
Donovan's Reef,Action,1963,http://content9.flixster.com/movie/10/88/97/10889767_det.jpg
Dr. Goldfoot and the Bikini Machine,Comedy,1965,http://content6.flixster.com/movie/25/29/252992_det.jpg
House of Usher,Horror,1960,http://content8.flixster.com/movie/10/89/71/10897194_det.jpg
Der letzte Mann,Drama,1924,http://content6.flixster.com/movie/96/68/17/9668176_det.jpg
The Man Who Shot Liberty Valance,Adventure,1962,http://content8.flixster.com/movie/10/89/17/10891714_det.jpg
Salvador (Puig Antich),Drama,2006,http://content8.flixster.com/movie/28/99/81/2899814_det.jpg
Something Wild,Comedy,1986,http://content7.flixster.com/movie/10/79/25/10792537_det.jpg
The Sons of Katie Elder,Western,1965,http://content8.flixster.com/movie/29/24/292414_det.jpg
Village of the Giants,Sci-Fi,1965,http://content9.flixster.com/movie/30/29/302915_det.jpg
X,Sci-Fi,1963,http://content9.flixster.com/movie/29/78/297819_det.jpg
The Day the Earth Caught Fire,Sci-Fi,1961,http://content9.flixster.com/movie/28/67/286795_det.jpg
All That Heaven Allows,Drama,1955,http://content9.flixster.com/movie/29/45/294527_det.jpg
Viskningar och rop,Drama,1972,http://content7.flixster.com/movie/13/62/63/1362637_det.jpg
Il giardino dei Finzi Contini,Drama,1970,http://content7.flixster.com/movie/11/12/23/11122341_det.jpg
Kiss Me Deadly,Film-Noir,1955,http://content8.flixster.com/movie/28/69/286922_det.jpg
The Lion in Winter,Drama,1968,http://content7.flixster.com/movie/11/14/62/11146205_det.jpg
The Misfits,Drama,1961,http://content6.flixster.com/movie/29/26/292600_det.jpg
Moby Dick,Drama,1998,http://content7.flixster.com/movie/26/37/263721_det.jpg
Rembrandt,Drama,1936,http://content8.flixster.com/movie/10/93/42/10934274_det.jpg
Sweet Smell of Success,Drama,1957,http://content9.flixster.com/movie/10/85/09/10850983_det.jpg
Obsession,Mystery,1976,http://content6.flixster.com/movie/26/38/263824_det.jpg
Suspiria,Horror,1977,http://content9.flixster.com/movie/10/93/47/10934783_det.jpg
Jing wu men,Action,1972,http://content9.flixster.com/movie/10/84/89/10848931_det.jpg
Christiane F. - Wir Kinder vom Bahnhof Zoo,Drama,1981,http://content9.flixster.com/movie/27/81/278127_det.jpg
Tang shan da xiong,Action,1971,http://content8.flixster.com/movie/10/15/51/10155126_det.jpg
Game of Death,Action,1978,http://content7.flixster.com/movie/11/12/60/11126073_det.jpg
The Last Dragon,Action,1985,http://content7.flixster.com/movie/11/12/45/11124501_det.jpg
Outland,Action,1981,http://content8.flixster.com/movie/27/19/271922_det.jpg
Meng long guo jiang,Action,1972,http://content8.flixster.com/movie/10/93/76/10937650_det.jpg
Final Fantasy: The Spirits Within,Adventure,2001,http://content6.flixster.com/movie/10/87/74/10877484_det.jpg
Legally Blonde,Comedy,2001,http://content9.flixster.com/movie/10/84/93/10849327_det.jpg
The Score,Action,2001,http://content7.flixster.com/movie/10/84/63/10846373_det.jpg
Bully,Crime,2001,http://content6.flixster.com/movie/15/26/77/1526772_det.jpg
Made,Comedy,2001,http://content6.flixster.com/movie/27/01/270100_det.jpg
Michael Jordan to the Max,Documentary,2000,http://content6.flixster.com/movie/10/94/37/10943796_det.jpg
The Accidental Tourist,Comedy,1988,http://content7.flixster.com/movie/10/37/96/10379653_det.jpg
The Accused,Drama,1988,http://content7.flixster.com/movie/10/92/01/10920193_det.jpg
The Adventures of Baron Munchausen,Adventure,1988,http://content8.flixster.com/movie/11/12/29/11122994_det.jpg
Arthur 2: On the Rocks,Comedy,1988,http://content7.flixster.com/movie/10/36/12/10361217_det.jpg
Bat*21,Drama,1988,http://content9.flixster.com/movie/27/04/270495_det.jpg
The Beast of War,Drama,1988,http://content6.flixster.com/movie/10/91/95/10919500_det.jpg
Big Business,Comedy,1929,http://content9.flixster.com/movie/10/97/91/10979167_det.jpg
Big Top Pee-wee,Adventure,1988,http://content9.flixster.com/movie/25/99/259907_det.jpg
Biloxi Blues,Comedy,1988,http://content7.flixster.com/movie/10/85/72/10857297_det.jpg
Caddyshack II,Comedy,1988,http://content6.flixster.com/movie/26/26/262696_det.jpg
Casual Sex?,Comedy,1988,http://content9.flixster.com/movie/10/91/49/10914991_det.gif
Clean and Sober,Drama,1988,http://content6.flixster.com/movie/27/10/271096_det.jpg
Cocktail,Drama,1988,http://content9.flixster.com/movie/26/88/268891_det.jpg
Colors,Action,1988,http://content8.flixster.com/movie/10/87/54/10875478_det.jpg
Coming to America,Comedy,1988,http://content7.flixster.com/movie/10/86/72/10867213_det.jpg
Critters,Comedy,1986,http://content8.flixster.com/movie/26/10/261026_det.jpg
Critters 2,Comedy,1988,http://content8.flixster.com/movie/26/18/261894_det.jpg
Crossing Delancey,Comedy,1988,http://content6.flixster.com/movie/10/89/81/10898124_det.jpg
DOA: Dead or Alive,Film-Noir,2006,http://content7.flixster.com/movie/10/93/50/10935009_det.jpg
The Dead Pool,Action,1988,http://content6.flixster.com/movie/10/88/91/10889184_det.jpg
Dirty Rotten Scoundrels,Comedy,1988,http://content8.flixster.com/movie/26/56/265606_det.jpg
"Elvira, Mistress of the Dark",Comedy,1988,http://content6.flixster.com/movie/25/49/254996_det.jpg
Ernest Saves Christmas,Comedy,1988,http://content7.flixster.com/movie/25/55/255517_det.jpg
Everybody's All-American,Romance,1988,http://content9.flixster.com/movie/10/92/15/10921511_det.jpg
Frantic,Crime,1988,http://content9.flixster.com/movie/27/46/274691_det.jpg
Gorillas in the Mist: The Story of Dian Fossey,Drama,1988,http://content6.flixster.com/movie/10/93/48/10934816_det.jpg
The Great Outdoors,Comedy,1988,http://content8.flixster.com/movie/25/62/256206_det.jpg
High Spirits,Comedy,1988,http://content6.flixster.com/movie/25/60/256092_det.jpg
Imagine: John Lennon,Documentary,1988,http://content6.flixster.com/movie/10/92/69/10926972_det.jpg
Johnny Be Good,Comedy,1988,http://content7.flixster.com/movie/28/09/280909_det.jpg
Lady in White,Horror,1988,http://content6.flixster.com/movie/26/06/260600_det.jpg
The Lair of the White Worm,Horror,1988,http://content8.flixster.com/movie/28/43/284306_det.jpg
The Land Before Time,Animation,1988,http://content8.flixster.com/movie/25/35/253518_det.jpg
License to Drive,Comedy,1988,http://content9.flixster.com/movie/25/48/254891_det.jpg
Little Nikita,Drama,1988,http://content7.flixster.com/movie/26/36/263609_det.jpg
Masquerade,Mystery,1988,http://content7.flixster.com/movie/10/82/95/10829585_det.jpg
The Milagro Beanfield War,Comedy,1988,http://content7.flixster.com/movie/26/74/267493_det.jpg
Moon Over Parador,Comedy,1988,http://content6.flixster.com/movie/26/12/261208_det.jpg
Moving,Comedy,1988,http://content8.flixster.com/movie/24/53/52/2453526_det.jpg
My Stepmother Is an Alien,Comedy,1988,http://content7.flixster.com/movie/10/95/40/10954029_det.jpg
Out of Rosenheim,Comedy,1987,http://content6.flixster.com/movie/25/67/256708_det.jpg
Red Heat,Action,1988,http://content9.flixster.com/movie/10/88/47/10884739_det.jpg
The Return of the Living Dead,Comedy,1985,http://content6.flixster.com/movie/26/87/268716_det.jpg
The Man from Snowy River II,Adventure,1988,http://content6.flixster.com/movie/10/96/92/10969228_det.jpg
The Man from Snowy River,Drama,1982,http://content8.flixster.com/movie/11/13/37/11133714_det.jpg
Salsa,Musical,2000,http://content7.flixster.com/movie/51/30/93/5130933_det.jpg
The Serpent and the Rainbow,Horror,1988,http://content6.flixster.com/movie/10/85/15/10851584_det.jpg
Short Circuit,Comedy,1986,http://content6.flixster.com/movie/26/51/265100_det.jpg
Spoorloos,Drama,1988,http://content8.flixster.com/movie/31/11/311198_det.jpg
Stormy Monday,Crime,1988,http://content9.flixster.com/movie/10/88/73/10887327_det.jpg
They Live,Action,1988,http://content8.flixster.com/movie/28/06/280698_det.jpg
Torch Song Trilogy,Comedy,1988,http://content8.flixster.com/movie/10/92/90/10929066_det.jpg
Tucker: The Man and His Dream,Drama,1988,http://content7.flixster.com/movie/25/57/255709_det.jpg
Twins,Comedy,1988,http://content6.flixster.com/movie/10/88/47/10884784_det.jpg
Without a Clue,Comedy,1988,http://content7.flixster.com/movie/25/76/257621_det.jpg
Young Einstein,Comedy,1988,http://content9.flixster.com/movie/10/91/91/10919175_det.jpg
The First $20 Million Is Always the Hardest,Action,2002,http://content6.flixster.com/movie/26/67/266724_det.jpg
American Ninja,Action,1985,http://content7.flixster.com/movie/27/38/273813_det.jpg
Best of the Best,Action,1989,http://content8.flixster.com/movie/31/03/40/3103406_det.jpg
Best of the Best 2,Action,1993,http://content6.flixster.com/movie/31/03/40/3103408_det.jpg
Movie Critters' Big Picture,Comedy,2003,\N
Bill & Ted's Excellent Adventure,Adventure,1989,http://content6.flixster.com/movie/10/88/19/10881968_det.jpg
Black Rain,Action,1989,http://content7.flixster.com/movie/20/77/72/2077725_det.jpg
Blaze,Comedy,1989,http://content7.flixster.com/movie/10/89/14/10891433_det.jpg
Casualties of War,Drama,1989,http://content6.flixster.com/movie/10/90/66/10906684_det.jpg
Chances Are,Comedy,1989,http://content6.flixster.com/movie/25/71/257108_det.jpg
Disorganized Crime,Action,1989,http://content8.flixster.com/movie/10/88/47/10884738_det.jpg
The Dream Team,Comedy,1989,http://content6.flixster.com/movie/10/84/05/10840560_det.jpg
Earth Girls Are Easy,Comedy,1988,http://content9.flixster.com/movie/26/62/266219_det.jpg
Eddie and the Cruisers,Drama,1983,http://content9.flixster.com/movie/25/59/255919_det.jpg
Erik the Viking,Adventure,1989,http://content7.flixster.com/movie/10/89/82/10898297_det.jpg
Family Business,Comedy,1989,http://content6.flixster.com/movie/27/65/276512_det.jpg
Fat Man and Little Boy,Drama,1989,http://content7.flixster.com/movie/10/91/68/10916849_det.jpg
Gleaming the Cube,Action,1989,http://content7.flixster.com/movie/25/83/258325_det.jpg
Great Balls of Fire!,Drama,1989,http://content7.flixster.com/movie/25/95/259513_det.jpg
Gross Anatomy,Comedy,1989,http://content9.flixster.com/movie/26/24/262427_det.jpg
Chun gwong cha sit,Drama,1997,http://content8.flixster.com/movie/10/88/85/10888530_det.jpg
Harlem Nights,Comedy,1989,http://content9.flixster.com/movie/10/79/90/10799015_det.jpg
Her Alibi,Comedy,1989,http://content7.flixster.com/movie/10/87/73/10877353_det.jpg
How to Get Ahead in Advertising,Comedy,1989,http://content8.flixster.com/movie/28/36/283626_det.jpg
Jacknife,Drama,1989,http://content9.flixster.com/movie/34/83/38/3483387_det.jpg
Jésus de Montréal,Drama,1989,http://content7.flixster.com/movie/10/87/67/10876753_det.jpg
K-9,Action,1989,http://content9.flixster.com/movie/26/61/266103_det.jpg
Kickboxer,Action,1989,http://content9.flixster.com/movie/11/14/33/11143319_det.jpg
Last Exit to Brooklyn,Drama,1989,http://content6.flixster.com/movie/66/25/52/6625528_det.jpg
Lean on Me,Drama,1989,http://content6.flixster.com/movie/25/68/256820_det.jpg
Let It Ride,Comedy,1989,http://content7.flixster.com/movie/25/73/257393_det.jpg
Little Monsters,Comedy,1989,http://content8.flixster.com/movie/10/88/17/10881798_det.jpg
Lock Up,Action,1989,http://content9.flixster.com/movie/27/48/274827_det.jpg
Look Who's Talking,Comedy,1989,http://content6.flixster.com/movie/10/90/05/10900528_det.jpg
Loverboy,Comedy,2005,http://content8.flixster.com/movie/10/37/58/1037586_det.jpg
Major League,Comedy,1989,http://content7.flixster.com/movie/26/77/267709_det.jpg
Meet the Feebles,Animation,1990,http://content8.flixster.com/movie/27/90/279010_det.jpg
Miracle Mile,Drama,1988,http://content8.flixster.com/movie/10/89/50/10895018_det.jpg
Miss Firecracker,Comedy,1989,http://content7.flixster.com/movie/10/89/26/10892697_det.jpg
New York Stories,Comedy,1989,http://content6.flixster.com/movie/26/11/261108_det.jpg
Next of Kin,Action,1989,http://content9.flixster.com/movie/27/52/275299_det.jpg
No Holds Barred,Action,1989,http://content7.flixster.com/movie/48/11/481125_det.jpg
The Package,Action,1989,http://content8.flixster.com/movie/10/93/12/10931258_det.gif
Pink Cadillac,Action,1989,http://content9.flixster.com/movie/10/88/96/10889695_det.jpg
Jurassic Park III,Action,2001,http://content7.flixster.com/movie/25/58/255893_det.jpg
America's Sweethearts,Comedy,2001,http://content9.flixster.com/movie/50/54/39/5054399_det.jpg
Ghost World,Comedy,2001,http://content8.flixster.com/movie/26/95/269506_det.jpg
Hedwig and the Angry Inch,Comedy,2001,http://content8.flixster.com/movie/26/77/267702_det.jpg
Pane e tulipani,Comedy,2000,http://content9.flixster.com/movie/25/60/256003_det.jpg
The Cure,Crime,1995,http://content9.flixster.com/movie/10/86/12/10861271_det.jpg
Wet Hot American Summer,Comedy,2001,http://content6.flixster.com/movie/10/89/50/10895024_det.jpg
Blueberry,Action,2004,http://content8.flixster.com/movie/10/86/10/10861006_det.jpg
The Return of the Musketeers,Adventure,1989,http://content6.flixster.com/movie/32/92/98/3292988_det.jpg
Road House,Action,1989,http://content7.flixster.com/movie/26/87/268701_det.jpg
Romero,Drama,1989,http://content9.flixster.com/movie/26/08/260819_det.jpg
Santa sangre,Drama,1989,http://content8.flixster.com/movie/32/88/53/3288534_det.jpg
Notes on a Scandal,Drama,2006,http://content7.flixster.com/movie/11/15/27/11152769_det.jpg
Scenes from the Class Struggle in Beverly Hills,Comedy,1989,http://content8.flixster.com/movie/10/88/97/10889766_det.jpg
Sea of Love,Crime,1989,http://content9.flixster.com/movie/28/32/283295_det.jpg
"See No Evil, Hear No Evil",Comedy,1989,http://content8.flixster.com/movie/26/93/269306_det.jpg
She's Out of Control,Comedy,1989,http://content9.flixster.com/movie/25/84/258407_det.jpg
Shirley Valentine,Comedy,1989,http://content6.flixster.com/movie/10/88/20/10882056_det.jpg
Skin Deep,Comedy,1989,http://content8.flixster.com/movie/11/14/83/11148326_det.jpg
The Tall Guy,Comedy,1989,http://content7.flixster.com/movie/27/89/278905_det.jpg
Tango & Cash,Action,1989,http://content7.flixster.com/movie/27/22/272293_det.jpg
Three Fugitives,Action,1989,http://content8.flixster.com/movie/25/98/259898_det.jpg
Troop Beverly Hills,Comedy,1989,http://content7.flixster.com/movie/25/48/254813_det.jpg
Turner & Hooch,Comedy,1989,http://content6.flixster.com/movie/25/66/256616_det.jpg
UHF,Comedy,1989,http://content9.flixster.com/movie/25/61/256195_det.jpg
Uncle Buck,Comedy,1989,http://content6.flixster.com/movie/10/87/45/10874592_det.jpg
Vampire's Kiss,Comedy,1988,http://content9.flixster.com/movie/10/89/22/10892243_det.jpg
The War of the Roses,Comedy,1989,http://content8.flixster.com/movie/26/89/268906_det.jpg
The Wizard,Adventure,1989,http://content6.flixster.com/movie/10/92/08/10920824_det.jpg
Weekend at Bernie's II,Adventure,1993,http://content7.flixster.com/movie/25/66/256697_det.jpg
Billy Liar,Comedy,1963,http://content6.flixster.com/movie/10/04/18/10041868_det.jpg
Black Robe,Adventure,1991,http://content6.flixster.com/movie/28/35/283504_det.jpg
The Cotton Club,Crime,1984,http://content8.flixster.com/movie/10/85/17/10851710_det.jpg
The Hotel New Hampshire,Drama,1984,http://content9.flixster.com/movie/27/40/274023_det.jpg
Idiot Box,Crime,1996,http://content8.flixster.com/movie/30/42/304294_det.jpg
Left Luggage,Drama,1998,http://content7.flixster.com/movie/10/85/66/10856613_det.jpg
"Zorro, the Gay Blade",Comedy,1981,http://content9.flixster.com/movie/11/12/19/11121915_det.jpg
Original Sin,Drama,2001,http://content7.flixster.com/movie/10/85/74/10857493_det.jpg
The Princess Diaries,Comedy,2001,http://content7.flixster.com/movie/10/89/44/10894429_det.jpg
Rush Hour 2,Action,2001,http://content6.flixster.com/movie/55/12/82/5512828_det.jpg
Hatari!,Adventure,1962,http://content8.flixster.com/movie/29/12/291226_det.jpg
La cage aux folles,Comedy,1978,http://content7.flixster.com/movie/27/30/273017_det.jpg
La cage aux folles II,Comedy,1980,http://content9.flixster.com/movie/28/01/280107_det.jpg
Paint Your Wagon,Comedy,1969,http://content6.flixster.com/movie/10/92/33/10923336_det.jpg
The Shootist,Drama,1976,http://content7.flixster.com/movie/25/57/255729_det.jpg
L'enfant sauvage,Drama,1970,http://content7.flixster.com/movie/25/18/251829_det.jpg
Altered States,Drama,1980,http://content9.flixster.com/movie/27/12/271295_det.jpg
The Big Brawl,Action,1980,http://content6.flixster.com/movie/10/86/99/10869972_det.jpg
Osmosis Jones,Comedy,2001,http://content6.flixster.com/movie/10/91/51/10915192_det.jpg
The Others,Horror,2001,http://content7.flixster.com/movie/31/28/312825_det.jpg
American Outlaws,Action,2001,http://content8.flixster.com/movie/10/92/76/10927678_det.jpg
The Deep End,Drama,2001,http://content6.flixster.com/movie/27/65/276500_det.jpg
Session 9,Horror,2001,http://content7.flixster.com/movie/28/05/280525_det.jpg
Captain Corelli's Mandolin,Drama,2001,http://content6.flixster.com/movie/10/94/83/10948332_det.jpg
Rat Race,Comedy,2001,http://content7.flixster.com/movie/10/88/81/10888109_det.jpg
Innocence,Drama,2004,http://content7.flixster.com/movie/10/92/29/10922973_det.jpg
Bubble Boy,Comedy,2001,http://content7.flixster.com/movie/10/91/54/10915485_det.jpg
Jay and Silent Bob Strike Back,Comedy,2001,http://content9.flixster.com/movie/10/93/56/10935619_det.jpg
Ghosts of Mars,Horror,2001,http://content7.flixster.com/movie/10/88/98/10889805_det.jpg
Summer Catch,Comedy,2001,http://content9.flixster.com/movie/25/91/259191_det.jpg
An American Rhapsody,Drama,2001,http://content6.flixster.com/movie/10/84/97/10849776_det.jpg
Happy Accidents,Romance,2000,http://content8.flixster.com/movie/10/89/15/10891586_det.jpg
Maybe Baby,Comedy,2000,http://content9.flixster.com/movie/28/39/283911_det.jpg
Tillsammans,Comedy,2000,http://content8.flixster.com/movie/10/94/07/10940734_det.jpg
Tortilla Soup,Comedy,2001,http://content6.flixster.com/movie/25/67/256720_det.jpg
Jeepers Creepers,Horror,2001,http://content7.flixster.com/movie/10/95/36/10953697_det.jpg
Waking Up in Reno,Comedy,2002,http://content8.flixster.com/movie/10/89/56/10895634_det.jpg
3 Ninjas,Action,1992,http://content8.flixster.com/movie/10/88/99/10889982_det.jpg
3 Ninjas Kick Back,Action,1994,http://content9.flixster.com/movie/10/91/76/10917627_det.jpg
The Hunter,Action,1980,http://content6.flixster.com/movie/26/25/262500_det.jpg
The Wicker Man,Horror,1973,http://content7.flixster.com/movie/26/90/269021_det.jpg
Rock Star,Drama,2001,http://content7.flixster.com/movie/10/85/15/10851541_det.jpg
Soul Survivors,Horror,2001,http://content9.flixster.com/movie/27/72/277227_det.jpg
Kill Me Later,Romance,2001,http://content7.flixster.com/movie/11/14/85/11148505_det.jpg
Abbott and Costello Meet the Mummy,Comedy,1955,http://content6.flixster.com/movie/10/83/96/10839668_det.jpg
Into the Arms of Strangers: Stories of the Kindertransport,Documentary,2000,http://content9.flixster.com/movie/26/18/261895_det.jpg
The Glass House,Thriller,2001,http://content9.flixster.com/movie/11/12/61/11126167_det.jpg
Hard Ball,Drama,2001,\N
Haiku Tunnel,Comedy,2001,http://content7.flixster.com/movie/11/12/75/11127545_det.jpg
Big Trouble,Comedy,2002,http://content9.flixster.com/movie/10/92/12/10921251_det.jpg
Glitter,Drama,2001,http://content6.flixster.com/movie/26/17/261728_det.jpg
Training Day,Crime,2001,http://content7.flixster.com/movie/10/91/83/10918353_det.jpg
Go Tigers!,Documentary,2001,http://content7.flixster.com/movie/27/55/275513_det.jpg
Sidewalks of New York,Comedy,2001,http://content6.flixster.com/movie/27/80/278024_det.jpg
The Endurance: Shackleton's Legendary Antarctic Expedition,Documentary,2000,http://content7.flixster.com/movie/25/13/251325_det.jpg
The French Lieutenant's Woman,Drama,1981,http://content9.flixster.com/movie/10/88/93/10889347_det.jpg
Il grande silenzio,Drama,1968,\N
Little Man Tate,Drama,1991,http://content6.flixster.com/movie/10/91/68/10916848_det.jpg
Moskva slezam ne verit,Drama,1980,http://content6.flixster.com/movie/10/87/83/10878364_det.jpg
Phantom of the Paradise,Comedy,1974,http://content6.flixster.com/movie/25/89/258916_det.jpg
The Return of a Man Called Horse,Western,1976,http://content7.flixster.com/movie/10/87/81/10878149_det.jpg
Valdez Is Coming,Western,1971,http://content6.flixster.com/movie/10/87/72/10877260_det.jpg
Montenegro,Drama,1981,http://content6.flixster.com/movie/27/49/274992_det.jpg
Father Goose,Comedy,1964,http://content7.flixster.com/movie/29/12/291209_det.jpg
The Grass Is Greener,Comedy,1960,http://content7.flixster.com/movie/29/78/297817_det.jpg
It's a Mad Mad Mad Mad World,Comedy,1963,http://content7.flixster.com/movie/10/88/83/10888317_det.jpg
King Solomon's Mines,Adventure,1950,http://content6.flixster.com/movie/10/83/82/10838236_det.jpg
The Little Foxes,Drama,1941,http://content6.flixster.com/movie/29/31/293120_det.jpg
Operation Petticoat,Comedy,1959,http://content7.flixster.com/movie/29/15/291505_det.jpg
Play Misty for Me,Thriller,1971,http://content8.flixster.com/movie/26/83/268314_det.jpg
Pocketful of Miracles,Comedy,1961,http://content7.flixster.com/movie/29/35/293597_det.jpg
Sayonara,Drama,1957,http://content7.flixster.com/movie/10/87/39/10873953_det.jpg
Obchod na korze,Drama,1965,http://content7.flixster.com/movie/10/88/19/10881997_det.jpg
The Hunting Party,Comedy,2007,http://content7.flixster.com/movie/95/64/82/9564825_det.jpg
The Vanishing,Mystery,1993,http://content9.flixster.com/movie/10/83/88/10838867_det.jpg
Silkwood,Drama,1983,http://content6.flixster.com/movie/28/23/282396_det.jpg
I Never Promised You a Rose Garden,Drama,1977,http://content6.flixster.com/movie/31/23/312304_det.jpg
Quadrophenia,Drama,1979,http://content9.flixster.com/movie/10/85/27/10852763_det.jpg
SpaceCamp,Adventure,1986,http://content6.flixster.com/movie/26/59/265996_det.jpg
When Worlds Collide,Sci-Fi,1951,http://content7.flixster.com/movie/25/10/251021_det.jpg
Don't Say a Word,Thriller,2001,http://content8.flixster.com/movie/10/87/40/10874002_det.jpg
